settlement_id,settlement_utr,payment_id,type,gross,fee,tax,net,settled_at
setl_k0i1ghFEMBd4GN,KKBK0705631799906,pay_fZonaZ8rTnkZ3d,payment,18482.18,55.45,9.98,18416.75,2024-01-28T13:19:38+05:30
setl_k4eXDDaZAtdlBs,KKBK0705631799906,pay_qownVs2T0sZ0hJ,payment,18950.41,56.85,10.23,18883.33,2024-01-28T13:53:42+05:30
setl_uoYWdF1wQlrxfD,KKBK0705631799906,pay_qownVs2T0sZ0hJ,refund,-5402.43,0.00,0.00,-5402.43,2024-01-28T19:24:59+05:30
setl_0MCwk4wWENJUhG,KKBK0705631799906,pay_etnyKJ3NA8vLJW,payment,16821.95,336.44,60.56,16424.95,2024-01-28T09:53:37+05:30
setl_eUCHOPNeiGlL13,KKBK0705631799906,pay_fZonaZ8rTnkZ3d,chargeback,-18482.18,500.00,90.00,-19072.18,2024-01-28T15:00:59+05:30
setl_AmZxMOUHbS7aZt,KKBK0331294210817,pay_XmE2GyGfTNnFU0,payment,4297.39,85.95,15.47,4195.97,2024-01-28T10:43:25+05:30
setl_pvXdaut2U8fNsP,KKBK0331294210817,pay_oKa7H09tOthScd,payment,5247.66,15.74,2.83,5229.09,2024-01-28T09:41:21+05:30
setl_1YoElv2gryQciF,KKBK0331294210817,pay_oKa7H09tOthScd,refund,-5247.66,0.00,0.00,-5247.66,2024-01-28T11:30:31+05:30
setl_2qqqhUotnbzXzy,KKBK0331294210817,pay_HAVxa4sGxpeRzc,payment,1331.66,26.63,4.79,1300.24,2024-01-28T19:48:55+05:30
setl_FTnrDapoaa46vF,KKBK0037131878144,pay_16FV2Uv1oZuUC0,payment,21358.76,64.08,11.53,21283.15,2024-01-28T18:55:26+05:30
setl_TDU81JmleEsirq,KKBK0037131878144,pay_yvW85e01ofcOBi,payment,7963.55,23.89,4.30,7935.36,2024-01-28T22:44:41+05:30
setl_ClWOkfmYJUDeyi,KKBK0037131878144,pay_gZdlxAQnDjyRk5,payment,7380.61,22.14,3.99,7354.48,2024-01-28T09:01:51+05:30
setl_bPAMtnizOLsI8P,KKBK0037131878144,pay_SrzgEJH9eZCsz8,payment,13412.94,268.26,48.29,13096.39,2024-01-28T12:22:52+05:30
setl_sdJTGZ38y7MZW8,HDFCR967722979165,pay_Jg7H5fXHzUrLHz,payment,5661.87,16.99,3.06,5641.82,2024-01-29T12:34:17+05:30
setl_b70xUMYiE5UKGV,HDFCR967722979165,pay_6FhJGtAj1k9mTQ,payment,11492.19,34.48,6.21,11451.50,2024-01-29T19:29:47+05:30
setl_s9661HDppd5Y8F,HDFCR967722979165,pay_Jg7H5fXHzUrLHz,adjustment,2.00,0.00,0.00,2.00,2024-01-29T18:14:15+05:30
setl_V4QjinB5ra7ycv,SBIN0423598812685,pay_ff2tPIwqFV7t8l,payment,10397.46,187.15,33.69,10176.62,2024-01-29T22:04:31+05:30
setl_bSUk8hT5AvhOqH,SBIN0423598812685,pay_CWw8zj5vCafM9I,payment,13771.49,275.43,49.58,13446.48,2024-01-29T13:00:31+05:30
setl_Y55W71re522zHF,AXISP751014580988,pay_S8sliB90sZbMua,payment,10994.32,32.98,5.94,10955.40,2024-01-30T21:17:50+05:30
setl_gSEmIGCaPonPWF,AXISP751014580988,pay_ejdmaz5XsJ98ht,payment,20001.84,60.01,10.80,19931.03,2024-01-30T21:32:51+05:30
setl_H9z1b0Y9lj2tOr,AXISP751014580988,pay_ejdmaz5XsJ98ht,adjustment,5.00,0.00,0.00,5.00,2024-01-30T20:46:11+05:30
